dv5427867543837984563	76340.62
dv1170305599488759941	13455.48
dv4729979968464332619	16958.94
dv6051885046457452515	15693.68
dv703923666183199099	184259.33
dv2749984554386216686	432800.65
dv4282353230990297221	15942.62
dv3630221187348916140	15104.22
dv4563211478171300595	14873.63
dv8189030734718357236	14379.70
dv1024737353502898863	45200.03
dv1764648072390399174	15535.59
dv1139388550699828831	14365.04
dv204881513864991529	32728.92
dv6923429140032078811	16269.39
dv7088656808476331799	14562.56
dv3072510015256582086	16360.47
dv2189557014408384689	39995.26
dv6151561204364835385	31407.67
dv5750068985281729193	46158.42
dv1734170372606795415	14177.63
dv1122113528215980802	412836.19
dv3684940228720757254	140937.28
dv2808484918557459499	15722.95
dv2525864157926744481	46503.40
dv1311949647153057420	15478.64
dv3168786987478373608	46627.35
dv6695808835511045474	15816.75
dv4015656277188795655	14109.23
dv8935830798158012291	30436.97
dv1750762749996420681	62888.45
dv1655246349700994814	16185.69
dv704100205975504063	16914.10
dv8149636766233255852	33056.30
dv5927091525306191314	90567.57
dv6210752001951491490	15664.54
dv2201450845169580459	143158.20
dv576219769516329215	6780.69
dv1791387406508019069	114299.01
dv4536190201670405153	47779.46
dv4072070895640905342	45130.64
dv8095471240152875379	15895.28
dv282941122103280530	14613.64
dv392107905182713918	63116.67
dv5136617428786795958	78053.67
dv2271223542297890393	16139.40
dv2670357188212868419	59266.18
dv3863425060284857818	31479.78
dv6606921198634253165	14912.32
dv893063909577635769	95241.53
dv561867753857964406	122894.96
dv5635981496891858516	13962.82
dv1873322496109326804	14280.99
dv377180668669115657	47125.80
dv7846144836673568025	14739.81
dv7643334863314714049	15882.82
dv813601477172018559	47448.33
dv3082676227973084290	14687.97
dv3136360339299108168	150411.35
dv1729855098661724094	301154.03
dv704194689487197654	15337.74
dv2016588118391723314	47253.16
dv5556417989723592020	185642.93
dv3451072526135160606	15231.59
dv8814750741146166882	137547.70
dv7227359787428947920	15486.93
dv5768401297597063513	15787.81
dv7440396276316837495	15737.57
dv4971293011582490105	140631.14
dv8423826216589781977	16377.10
dv1855232474809683017	246584.17
dv6215334130099708819	15379.38
dv8360261247837535036	78859.07
dv6200448210290051399	31220.49
dv4086916972309543523	16492.61
dv3607914360124013275	31874.37
dv4133634293536865640	33996.59
dv214475860253206786	14949.42
dv8105443918742058948	107454.64
dv4065538645199426853	387855.80
dv3768410397672244159	158065.89
dv7104638163887535377	78747.10
dv7804152409433218080	31314.55
dv8374474408192355373	14741.20
dv3436457599732140269	15007.39
dv4882450155438312113	15374.16
dv8822748766393542089	62120.78
dv7717759509455561720	571516.19
dv3150269145815756044	14999.30
dv990999900209137424	15503.75
dv4388851749752706063	16154.17
dv5677159028629855603	32000.24
dv2281168069915428873	31666.68
dv157492816582421463	14591.38
dv8567202036927256491	46497.66
dv2999002519950028158	32146.03
dv8870978262611217313	15932.93
dv1707931681650763536	30745.98
dv897854562912106784	45628.24
dv6985709901532612712	32082.90
dv6720215558573450552	665766.23
dv6327544300943481378	15203.71
