dv5427867543837984563	2880
dv1170305599488759941	537
dv4729979968464332619	625
dv6051885046457452515	597
dv703923666183199099	6844
dv2749984554386216686	16123
dv4282353230990297221	568
dv3630221187348916140	591
dv4563211478171300595	548
dv8189030734718357236	581
dv1024737353502898863	1714
dv1764648072390399174	580
dv1139388550699828831	539
dv204881513864991529	1185
dv6923429140032078811	563
dv7088656808476331799	551
dv3072510015256582086	578
dv2189557014408384689	1458
dv6151561204364835385	1151
dv5750068985281729193	1684
dv1734170372606795415	540
dv1122113528215980802	15200
dv3684940228720757254	5337
dv2808484918557459499	577
dv2525864157926744481	1751
dv1311949647153057420	552
dv3168786987478373608	1696
dv6695808835511045474	568
dv4015656277188795655	528
dv8935830798158012291	1123
dv1750762749996420681	2342
dv1655246349700994814	599
dv704100205975504063	611
dv8149636766233255852	1215
dv5927091525306191314	3434
dv6210752001951491490	600
dv2201450845169580459	5346
dv576219769516329215	267
dv1791387406508019069	4170
dv4536190201670405153	1748
dv4072070895640905342	1670
dv8095471240152875379	601
dv282941122103280530	546
dv392107905182713918	2291
dv5136617428786795958	2897
dv2271223542297890393	600
dv2670357188212868419	2208
dv3863425060284857818	1173
dv6606921198634253165	592
dv893063909577635769	3441
dv561867753857964406	4606
dv5635981496891858516	567
dv1873322496109326804	557
dv377180668669115657	1719
dv7846144836673568025	577
dv7643334863314714049	566
dv813601477172018559	1738
dv3082676227973084290	568
dv3136360339299108168	5567
dv1729855098661724094	11076
dv704194689487197654	571
dv2016588118391723314	1737
dv5556417989723592020	6863
dv3451072526135160606	549
dv8814750741146166882	5208
dv7227359787428947920	555
dv5768401297597063513	605
dv7440396276316837495	584
dv4971293011582490105	5208
dv8423826216589781977	592
dv1855232474809683017	9179
dv6215334130099708819	560
dv8360261247837535036	2870
dv6200448210290051399	1158
dv4086916972309543523	618
dv3607914360124013275	1191
dv4133634293536865640	1217
dv214475860253206786	565
dv8105443918742058948	3987
dv4065538645199426853	14477
dv3768410397672244159	5847
dv7104638163887535377	2955
dv7804152409433218080	1148
dv8374474408192355373	576
dv3436457599732140269	580
dv4882450155438312113	560
dv8822748766393542089	2302
dv7717759509455561720	21345
dv3150269145815756044	568
dv990999900209137424	577
dv4388851749752706063	582
dv5677159028629855603	1165
dv2281168069915428873	1179
dv157492816582421463	556
dv8567202036927256491	1734
dv2999002519950028158	1178
dv8870978262611217313	577
dv1707931681650763536	1141
dv897854562912106784	1708
dv6985709901532612712	1178
dv6720215558573450552	24572
dv6327544300943481378	579
dv6614141049628033179	556
dv66230807911888955	1735
dv3442830338721240616	1696
dv1631618326530976625	543
dv5062497702843195028	1193
dv2739029019396343680	582
dv4917990103517345152	2289
dv9075622787641244152	593
dv7702751740479862581	1141
dv8663577597430908799	1161
dv1119598413422874070	561
dv284320683610692094	1732
dv2807967237031352671	569
dv8035384748993080922	582
dv6264676887944575978	3526
dv3995467177588848930	544
dv8020638600613600750	603
dv761182374593876533	524
dv1874438491923440199	310
dv4842704424978546271	1206
dv6247740252961167314	569
dv6584675439442030029	560
dv4595247247960492441	611
dv5697183457555925143	548
dv365517232272123891	546
dv3995033536660588831	12661
dv4727615498326877384	1135
dv3351691232285425874	3453
dv4372020157019363095	610
dv4865804391296991450	1709
dv2632390263097821173	4153
dv1023400242436957901	1160
dv13884327453148228	573
dv4126705951952150194	6888
dv4290426758745343744	1801
dv4397878749495413489	2732
dv3924589256690617197	577
dv3925405731816006695	588
dv7216705580839443991	557
dv8656916373872956920	592
dv4504923770872542881	4499
dv5847923790586003968	1193
dv4825809017880181915	1173
dv2383473751677697401	568
dv6117699708174636555	1191
dv2773508620251750388	1729
dv2816550695674037169	1110
dv1303790936218054744	533
dv2239276073402944995	536
dv3621373262890553516	512
dv600549014876024094	582
dv3023960145792672302	1094
dv149924900137606574	605
dv5160271269381004151	2784
dv3073294728756271675	569
dv386136252814305256	528
dv6693818767118941266	3455
dv5359874440418909401	611
dv569486543265783852	568
dv8623436081976363235	577
dv975936540278836545	3493
dv7809236342276704738	558
dv5810202613942349291	1085
dv7028970140347995886	599
dv2418162190137101059	557
dv4727985833780439029	622
dv7495961862837815717	577
dv7761486484838059651	615
dv3072992835465502768	599
dv3476521883896589105	594
dv2092377149796165102	565
dv4559818060372124317	594
dv7875061576978081618	590
dv3593168470676073637	1728
dv1538121643849145004	285
dv867238390377571536	1742
dv8991009087176759603	560
dv566613923345139522	4081
dv7723634362528639641	1764
dv3616027711667620365	1661
dv3403543540278583670	570
dv8374035793012105797	549
dv2857481652184055781	1158
dv4517988432695913569	564
dv1231439113133219181	608
dv8581021999474251760	1198
dv1385755672598751072	562
dv2922011316223431927	611
dv1297256234581747162	1135
dv5157665704281224638	1161
dv5663551780705777268	566
dv6356315063590313125	566
dv6887904533844133867	1751
dv5232113536433723482	302
dv3823892439372323229	565
dv1514501468197295345	1745
dv2441266884726269869	2800
dv8310343137982638234	594
dv5011961117382552387	579
dv5613283373984761137	574
dv7262000069493709722	587
dv812967736735299526	2854
dv8006823611504056889	1769
dv6105661480389888459	1778
dv7335041881373699630	1154
dv5876502215857821558	1119
dv4549643054649476152	1186
dv3885727984944399871	2843
dv3240635903740468882	3433
dv6718958859923450672	2009
dv4277277344323956268	538
dv2489251719406018310	1696
dv3204785116531400779	582
dv714535563071997891	549
dv3148975285386520748	602
dv2619940214945241879	542
dv1189590690723932862	526
dv3391592969543968690	2263
dv7634046397623471203	1084
dv679757767723252168	272
dv861859986022611600	2303
dv8088851114663173775	552
dv9013925652478005606	580
dv6659321302861483402	1164
dv8305995648548015437	1185
dv5872210127468126135	2307
dv6205164690241677858	585
dv703128081270860545	1156
dv8690348918869499063	581
dv5247435965345033877	1657
dv1407862476235980935	2326
dv1112795508858211377	1739
dv8432446455201681102	2938
dv6605200428570079645	587
dv7931803083480413689	1700
dv3725009435298275181	1768
dv5001849373585732808	564
dv7720405577213623305	573
dv2906415748602197142	586
dv5450053545666942199	552
dv6404390423920549463	630
dv5856370173659452618	1689
dv4997348337062299293	591
dv3310649919011812584	5142
dv8604152708413781984	1186
dv6570856847415391136	1155
dv8815634075234580251	537
dv3363338490764771669	576
dv6060942794042835081	2309
dv1063533925437204439	2303
dv7426361914699106877	563
dv2952832657780087576	1703
dv9219484646457268304	545
dv1652211846763622220	1144
dv3664293289489070772	574
dv3403822468058480086	9180
dv1951745042128044879	619
dv1452562429958380184	575
dv5682634760413930494	573
dv9111932115069229923	3506
dv1484188106815922400	11655
dv5986526990953023061	516
dv8510140368064750618	597
dv4120383702978858045	22580
dv2027000511530103191	606
dv1978677114707082553	593
dv6898935162873407831	571
dv8075286555243235445	596
dv7260273305816034962	562
dv1310738190601898715	1203
dv4946598137030278244	602
dv4309113938355570530	2945
dv6108067470356322089	2846
dv4300257446034917124	2810
dv6442612045672162311	604
dv4316095233473709408	650
dv291253047620505481	563
dv5221585168985865465	563
dv5806252789127026491	1162
dv2790795262738722791	586
dv546983115982878759	2268
dv483229892406836163	600
dv1683527668880273121	575
dv6110417753412499828	578
dv3171621284031332809	5307
dv5900963013901179876	587
dv1169050835597012923	3455
dv8908272593991316074	597
dv4027475232237674284	1734
dv5533478286367426565	4078
dv2516020064237084286	564
dv8567163758714755646	1203
dv5494762994706774294	596
dv3821942891915595344	1648
dv9124577602557321518	2843
dv6047945447747184938	566
dv8181441090227112941	13198
dv8689447535757201871	567
dv7196371174003199621	600
dv8565202959343444283	566
dv5729057849937116999	1065
dv2728019725261624551	567
dv1540519404390513182	571
dv5869709833173548474	3513
dv6995604438061295749	3462
dv6085499196992941540	515
dv5815130597012908607	596
dv5942143748312863754	11048
dv5998616693766589985	564
dv6711440042066189448	3496
dv7362807233454418477	640
dv7041800874694427437	574
dv6232269734540084972	558
dv3172269903191183883	3573
dv677481565153282733	2882
