gm3421777248316469579	15977.81
gm4964595071704711138	15534.24
gm172708819464572383	44788.89
gm5817023001098115137	16352.97
gm4861461336675631404	16264.10
gm4480211523375822902	44310.13
gm6837137443485774141	16234.99
gm9178615246865612214	15419.52
gm1339057906335577360	15787.15
gm7685494676538148171	15330.51
gm1334345746585636168	33162.09
gm6710491953524007091	15596.85
gm2176849082771714082	45619.71
gm2342574556764915882	15213.24
gm642755003785375140	15586.54
gm7067320196657562252	16000.43
gm5564607368503671343	16136.98
gm1237180351538152489	14791.07
gm1231414258791204777	14703.18
gm3514716805614410534	15799.51
gm6112991471392285902	15690.63
gm3497032866930537968	16873.98
gm1386823206611809991	15808.01
gm55984477956605422	15707.00
gm3166478396880294653	15130.94
gm7295097468805933673	16433.20
gm9003689160321911350	14715.67
gm5991928440594157520	15764.35
gm54645346234650737	31410.02
gm6084038440508874352	15366.93
gm6449482632345335882	15372.78
gm3277865570902717051	14107.80
gm1667187915717830982	14380.85
gm8508541025640677570	15458.37
gm48183457710083706	16185.12
gm104158680342845541	14724.37
gm5864231907268502023	29820.60
gm1174520367611505284	16389.20
gm610970150764175309	14874.72
gm3737823669073553112	16166.08
gm3272473259647301511	15463.79
gm7407132322282700329	14753.66
gm7349742812149547665	16875.59
gm3835914836849545333	15036.90
gm7977966548576943728	15470.43
gm7781269464413182597	15920.28
gm3212336068251290160	15895.60
gm4760149763449215914	16029.12
gm6478966328897586107	16009.52
gm1358921565621915185	14478.90
gm2579864649117127483	15386.67
gm6292841991889631164	15896.89
gm8672719232695747224	15976.18
gm4252907539758199508	17140.90
gm6821083397301248453	16414.57
gm3999317172747178153	14509.23
gm7194252994892835496	15758.62
gm7482533738894037213	16266.79
gm446709379094844519	15390.87
gm5284807757429005891	13927.21
gm2860548225349340785	15092.44
gm7996099833801950729	15016.20
gm3455454449065445940	15253.00
gm1281658496443931018	16098.25
gm1341203648150270249	16219.12
gm4188710093919482478	15423.51
gm6100505790255051873	16922.58
gm1786912139355148349	15710.99
gm4870252462909455915	14916.88
gm7786814796118602857	14241.83
gm1724753733424885353	15151.64
gm4699234427133135333	31389.00
gm1767067886186407828	15745.65
gm4711180821135784208	13995.60
gm5273197406564238865	15634.56
gm7622745822462496720	31635.16
gm2812668013228619393	32409.24
gm4869541691667554094	31277.03
gm5003586552759111016	31649.98
gm6158177159799196336	14746.61
gm8791619572029574764	15747.15
gm1402056023983543699	16748.44
gm5775076475902167026	15723.20
gm2742752420695400982	15617.88
gm2950022716036445436	15577.25
gm9199329368226631894	15980.02
gm5358461879657066414	15877.69
gm7799845752911163613	15224.86
gm7510095581972428268	15838.64
gm2559128443108236775	15372.84
gm7677636940146532994	15138.13
gm4515156439198938656	47364.98
gm8161583596290876285	16283.95
gm601488629817315163	15335.71
gm6835580480404173694	15420.18
gm5099940218306981148	14539.85
gm7548875895552906592	14817.41
gm3925156667715756368	15512.75
gm6437521983146055737	15159.19
gm7020386041233101111	16067.54
gm59875610794386151	15310.83
gm5869772343235714018	14682.46
gm4897843198231619083	16337.61
gm4868959821813186102	15381.97
gm4245088656351196089	15392.19
gm5352659077117332710	15782.22
gm728574360233510579	46193.76
gm1008573070545695696	45738.52
gm819241507963878532	15545.52
gm202097656782592943	17135.16
gm7044445633137115284	62963.61
gm9108462432213392078	14616.62
gm3790855720066318297	16146.46
gm7288670637584054263	14977.42
gm5949801330668190300	17341.74
gm8831476295582807211	15386.55
gm3684919364779796362	15409.35
gm888411109373440584	32907.68
gm6638059528959914350	14286.90
gm5279811164275680799	15783.59
gm3392571958099284761	15384.69
gm429333576073076666	14322.96
gm469811727549295805	15212.81
gm3070294605319940795	14934.61
gm8420786102794340132	15855.74
gm9089752159749860353	15928.62
gm5479283240945970539	16467.53
gm4385047209300032255	15274.39
gm1953182961199612476	15474.47
gm959593213619182868	15961.67
gm2507773937419828560	15206.71
gm1951420838484567265	14858.69
gm6212393180102333439	17137.41
gm2687316035086228901	65131.10
gm5346345673059745589	15687.02
gm518918752445902764	30731.45
gm8758644475227636761	14310.16
gm4683210764292902201	15872.90
gm731098771888052571	14967.53
gm3542932966253455048	15857.91
gm4853373398776639616	15698.99
gm4380482878763388673	15402.47
gm767534018717263789	14318.02
gm5797477532922775563	15990.97
gm6190812209241696035	15978.59
gm1984982644572322601	15849.73
gm767740044443820154	15361.05
gm698722553185790299	16176.47
gm8540771611518808437	16527.51
gm4203235992960593037	15885.03
gm311354549090949593	15977.55
gm3314475698536254179	15215.95
gm2072356231182505494	16263.94
gm8508092847194874357	29902.95
gm1736593374646125094	15573.91
gm442289737528345461	15682.86
gm212643025776274179	14348.85
gm7391760903039746381	14335.88
gm7749092966822203716	14841.27
gm6086995652781592972	15386.56
gm5904593626387655052	16536.22
gm6100265454960969368	15004.31
gm3506534242259045737	32153.39
gm404781657917633605	14946.24
gm5653227763149712820	15583.45
gm7170228167874463884	14942.75
gm88390610290273525	15019.53
gm7461107577743601980	16664.92
gm8359012623543394825	15333.48
gm4722134594752967135	14280.79
gm2654126127447593975	15378.38
gm5861934428036501389	16079.32
gm1278083032697724960	46984.22
gm3553951847901271347	14916.72
