gm3188673136225048621	609
gm1215049249724977594	603
gm3816364008663783612	1651
gm5074495536561901469	569
gm5113199929036721201	608
gm1119963995566113523	596
gm8304389879779349338	608
gm8020051883143637045	579
gm8726599447557985683	1135
gm5770515099480955255	603
gm1256793526427334800	562
gm1019196054620837345	553
gm6231841181785465492	515
gm8946069063788674290	1189
gm1289733092189451228	525
gm8898858506231830399	603
gm3017081522694692290	584
gm5378443615538122937	620
gm6142083888297502960	591
gm3558804614529965987	560
gm358063539674192752	582
gm8777943111785417331	609
gm4093668548440779202	592
gm619575505194092176	579
gm1080820145347335166	544
gm6990332125704250777	578
gm8593008916695009236	582
gm2456131557842373591	546
gm7455016093606942282	568
gm461184995430717059	583
gm2232483907817409339	564
gm647612303995166368	584
gm2152216481280739975	561
gm3821245033024393134	1191
gm6052716523024007485	632
gm3061324780154897593	616
gm8947106098630881616	573
gm3388847446929823769	558
gm5602674145051063269	515
gm5717919648814746681	573
gm3066439367137418478	565
gm3462535775329083963	1710
gm9090874498194112947	580
gm7440708360775220153	277
gm3481875896544139604	2278
gm8775279119432959607	569
gm256330993353488325	600
gm941249667180278260	535
gm8147570698451301437	569
gm5588694997018203367	591
gm4988396505748759383	580
gm2776366462557917262	596
gm1568203113759161820	562
gm8355670748586343575	590
gm8307398187598985960	594
gm3629143130285489302	585
gm1630779711743378725	593
gm4364464756040025359	1149
gm2207828028144281387	602
gm3915149552919444934	602
gm5108481693835181436	585
gm7207159391556443033	573
gm8904828103919005924	559
gm442406014913274567	639
gm2922818092084642180	592
gm9024290955858447473	564
gm1401790096133648176	548
gm6392722652673672148	567
gm1692716463781106508	565
gm2608520070394185604	552
gm9194424936188416018	566
gm2142991272903898520	599
gm5723758665730483062	578
gm75991270435235389	573
gm1170779515584215405	600
gm482029232111696541	1673
gm8386904275031498214	577
gm762587588624252338	603
gm3659345061257642814	564
gm2532832061373538435	596
gm7962917575021074527	578
gm1708683860866651960	545
gm3756691594155408971	614
gm3451275884798791094	596
gm7038355568778388895	595
gm8486363985028614851	1156
gm3501840627550764510	565
gm1741675808883147816	601
gm3643210167316843549	585
gm2479091826196608578	608
gm1445950630577941321	596
gm3628915167415530716	584
gm3060723483497175707	598
gm1606486591148880685	566
gm5795783153261670715	558
gm624666654231128736	1749
gm53006219457770456	578
gm4156656980137487996	611
gm3614279402899605999	1769
gm8719952861600129952	561
gm2845834828610855384	617
gm4858613285155123484	1749
gm1752654461898515360	568
gm9163431199726808853	591
gm6609801884812255452	544
gm5903933238240250908	570
gm3359385263708101728	594
gm2343658593127749286	562
gm3148554053480683353	576
gm3555513575936388249	568
gm1184941402773470486	560
gm3513090505727535998	551
gm8641763712128557143	592
gm7848431269092522550	611
gm1948323789672624687	593
gm126561981974052800	1130
gm7028964820551524794	556
gm9200045109346789549	600
gm5783058177012680704	545
gm7024765733623307024	597
gm7392371554571200352	586
gm1188998838902742380	584
gm3971363123451468616	554
gm5106135797020920030	1141
gm3240350103956946240	583
